330.75,10639.5,22,-160
673.4285714285714,14736.57142857143,22,-159
744.0526315789474,7257.421052631579,21,-158
2484.4285714285716,26943.714285714286,22,-158
9185.0,97798.5,21,-157
9436.5,109571.0,19,-156
4087.0,51957.4,20,-156
4498.4,57666.2,21,-156
Infinity,Infinity,19,-155
7671.333333333333,105985.66666666667,20,-155
23142.0,320347.0,62,-149
23261.0,323017.0,65,-148
23382.0,330819.0,65,-147
Infinity,Infinity,58,-135
Infinity,Infinity,55,-132
Infinity,Infinity,39,-124
6022.25,87581.25,41,-124
12160.0,186556.0,42,-124
4182.5,70574.33333333333,43,-124
6414.75,115617.5,44,-124
2729.3,56666.3,45,-124
4091.714285714286,92506.0,46,-124
4865.833333333333,118174.5,47,-124
1372.7941176470588,27547.382352941175,38,-123
2697.3684210526317,58224.94736842105,39,-123
Infinity,Infinity,41,-123
4092.769230769231,90932.23076923077,42,-123
4950.818181818182,117246.18181818182,43,-123
3347.470588235294,81873.64705882352,44,-123
1036.8636363636363,26507.363636363636,45,-123
1542.6470588235295,39866.01960784314,46,-123
2067.1951219512193,56527.9756097561,47,-123
3327.296296296296,94333.14814814815,48,-123
15185.333333333334,434343.3333333333,49,-123
Infinity,Infinity,36,-122
1713.3058823529411,34608.69411764706,37,-122
1605.2941176470588,24967.382352941175,38,-122
10563.238095238095,167166.2380952381,39,-122
15987.285714285714,256929.2142857143,40,-122
22513.7,368244.2,41,-122
112657.5,1844877.5,42,-122
225446.0,3701947.0,43,-122
112892.0,1858869.0,44,-122
20714.81818181818,347640.36363636365,45,-122
19164.5,325491.5,46,-122
4196.473684210527,74018.73684210527,47,-122
3306.0379746835442,57576.101265822785,48,-122
29176.333333333332,512728.77777777775,49,-122
26612.8,467664.6,35,-121
53493.4,943137.0,36,-121
38378.0,678408.4285714285,37,-121
5047.309090909091,91335.52727272727,38,-121
4404.909090909091,81538.72727272728,39,-121
58274.8,1085631.4,40,-121
145784.0,2726397.5,42,-121
97362.0,1821436.0,44,-121
36641.0,690729.25,47,-121
146787.5,2773908.0,48,-121
37384.875,698101.5,34,-120
37655.25,702526.25,35,-120
37761.625,707785.0,36,-120
8513.194444444445,162012.19444444444,37,-120
28012.0,540977.9090909091,38,-120
12090.5,236948.57692307694,39,-120
28734.0,565819.2727272727,40,-120
39605.875,785573.25,46,-120
45386.857142857145,904844.2857142857,47,-120
63756.0,1277559.4,48,-120
7293.978260869565,141792.13043478262,34,-119
21087.375,411042.875,35,-119
17873.526315789473,352426.94736842107,36,-119
42579.0,844724.625,37,-119
Infinity,Infinity,38,-119
113654.66666666667,2263237.0,39,-119
Infinity,Infinity,40,-119
Infinity,Infinity,45,-119
31121.727272727272,622712.5454545454,46,-119
85676.5,1723473.5,47,-119
342778.0,6905824.0,48,-119
114724.33333333333,2303804.3333333335,33,-118
1463.6360856269114,23849.788990825688,34,-118
47977.7,783569.7,35,-118
160036.0,2619807.6666666665,36,-118
240225.0,3939470.5,37,-118
Infinity,Infinity,45,-118
160285.66666666666,2633332.3333333335,46,-118
Infinity,Infinity,47,-118
480972.0,7908610.0,48,-118
6135.373493975903,98480.96385542168,33,-117
7046.783783783784,114427.02702702703,34,-117
173913.66666666666,2827573.3333333335,35,-117
Infinity,Infinity,38,-117
Infinity,Infinity,43,-117
65306.375,1067103.5,44,-117
261372.5,4276792.5,46,-117
522854.0,8562444.0,47,-117
22859.608695652172,378736.6956521739,48,-117
105278.0,1748193.6,33,-116
37749.92857142857,629256.2142857143,34,-116
264390.0,4416893.0,35,-116
264481.5,4424728.5,36,-116
Infinity,Infinity,37,-116
Infinity,Infinity,43,-116
44209.25,742032.3333333334,44,-116
530638.0,8917354.0,49,-116
Infinity,Infinity,32,-115
132763.0,2231788.25,33,-115
Infinity,Infinity,34,-115
132863.5,2238356.5,35,-115
11672.260869565218,197208.36956521738,36,-115
537045.0,9075762.0,33,-114
179122.66666666666,3032605.0,34,-114
268792.5,4554594.5,35,-114
76911.85714285714,1309085.142857143,37,-114
538470.0,9168242.0,43,-114
54028.7,926373.8,47,-114
180293.33333333334,3095110.6666666665,48,-114
Infinity,Infinity,32,-113
Infinity,Infinity,33,-113
270563.5,4652818.5,34,-113
Infinity,Infinity,35,-113
135387.0,2336482.0,37,-113
Infinity,Infinity,41,-113
Infinity,Infinity,45,-113
11185.857142857143,193737.3673469388,33,-112
9758.894736842105,170315.36842105264,34,-112
37229.666666666664,654917.4,35,-112
28073.05,495534.75,41,-112
Infinity,Infinity,42,-112
187228.66666666666,3311533.3333333335,43,-112
Infinity,Infinity,44,-112
Infinity,Infinity,46,-112
187372.66666666666,3316493.6666666665,47,-112
562186.0,9955359.0,31,-111
18243.064516129034,325381.6129032258,32,-111
188622.0,3370663.3333333335,33,-111
141613.75,2537951.0,34,-111
283329.0,5085433.0,35,-111
Infinity,Infinity,37,-111
283631.0,5095824.5,41,-111
189267.0,3402291.0,46,-111
567926.0,10218589.0,47,-111
568071.0,10222234.0,48,-111
189443.33333333334,3413019.3333333335,31,-110
113733.6,2056369.8,32,-110
284421.5,5147901.0,33,-110
284542.5,5156560.0,34,-110
Infinity,Infinity,35,-110
Infinity,Infinity,37,-109
113955.2,2070628.2,39,-109
285055.5,5180112.0,46,-109
Infinity,Infinity,33,-108
114214.4,2081359.6,37,-108
571192.0,10410745.0,38,-108
52046.818181818184,955099.0,39,-108
286418.0,5262267.0,40,-108
191096.33333333334,3513466.3333333335,46,-108
52204.36363636364,963796.9090909091,32,-107
191485.0,3540666.3333333335,35,-107
Infinity,Infinity,38,-107
115442.8,2133436.6,39,-107
144519.0,2676823.75,40,-107
578371.0,10713292.0,41,-107
Infinity,Infinity,43,-107
44564.38461538462,826807.1538461539,32,-106
579412.0,10760140.0,33,-106
579588.0,10765440.0,35,-106
193394.0,3592899.6666666665,36,-106
Infinity,Infinity,38,-106
83074.57142857143,1550963.4285714286,39,-106
97187.5,1819550.8333333333,40,-106
583294.0,10929684.0,41,-106
291806.5,5473666.0,43,-106
58465.9,1102539.8,38,-105
15135.076923076924,289464.46153846156,39,-105
5343.930434782608,102656.12173913044,40,-105
44053.07142857143,850155.1428571428,41,-105
Infinity,Infinity,38,-104
616853.0,11914603.0,39,-104
88275.28571428571,1712118.5714285714,40,-104
618050.0,11997795.0,41,-104
309117.0,6006476.0,42,-104
Infinity,Infinity,41,-103
206195.0,4008460.6666666665,32,-102
77394.5,1510403.5,34,-102
Infinity,Infinity,35,-102
Infinity,Infinity,39,-102
Infinity,Infinity,31,-101
Infinity,Infinity,32,-101
Infinity,Infinity,33,-101
Infinity,Infinity,36,-101
309788.5,6045384.0,47,-101
Infinity,Infinity,28,-100
309868.5,6051933.0,29,-100
619829.0,12106315.0,31,-100
88623.57142857143,1736202.0,32,-100
Infinity,Infinity,33,-100
Infinity,Infinity,35,-100
310244.0,6088258.5,37,-100
Infinity,Infinity,26,-99
Infinity,Infinity,28,-99
69028.33333333333,1357802.7777777778,29,-99
41526.4,819533.9333333333,30,-99
Infinity,Infinity,31,-99
311491.0,6156272.0,32,-99
623037.0,12318946.0,33,-99
89062.42857142857,1765808.0,34,-99
623495.0,12372809.0,35,-99
48027.07692307692,954551.2307692308,26,-98
104137.83333333333,2076336.1666666667,28,-98
69532.55555555556,1392593.6666666667,29,-98
25136.16,507060.28,30,-98
33162.89473684211,671750.8421052631,31,-98
105095.66666666667,2135005.1666666665,32,-98
57417.09090909091,1172953.8181818181,33,-98
315850.5,6460656.0,34,-98
23472.185185185186,485387.1111111111,35,-98
39691.25,824851.9375,36,-98
158868.25,3309783.0,38,-98
Infinity,Infinity,26,-97
35401.555555555555,741401.0555555555,28,-97
318706.5,6682214.5,29,-97
212567.66666666666,4460845.666666667,30,-97
39939.3125,845981.5625,31,-97
20687.064516129034,444574.67741935485,32,-97
5453.291666666667,118558.35833333334,33,-97
59564.27272727273,1302085.9090909092,34,-97
23476.714285714286,518575.85714285716,35,-97
59841.818181818184,1327802.9090909092,36,-97
219477.66666666666,4876803.666666667,37,-97
25415.73076923077,568696.1538461539,38,-97
36832.77777777778,828543.0,41,-97
Infinity,Infinity,44,-97
165909.25,3731683.0,47,-97
331949.5,7467004.5,48,-97
132862.6,2994672.8,29,-96
17137.333333333332,387656.6666666667,30,-96
74355.11111111111,1684722.4444444445,31,-96
60921.454545454544,1387670.1818181819,32,-96
30535.727272727272,702128.7272727273,33,-96
671856.0,15456563.0,34,-96
14073.375,328509.4791666667,36,-96
675573.0,15777362.0,37,-96
45118.666666666664,1060022.2666666666,39,-96
17025.075,403745.375,41,-96
170367.5,4044910.5,42,-96
227239.0,5402412.666666667,43,-96
42698.875,1018811.5625,29,-95
9470.602739726028,227534.72602739726,30,-95
138354.2,3330707.8,31,-95
40761.294117647056,987362.5294117647,32,-95
57824.75,1406373.75,33,-95
347009.5,8446848.5,34,-95
Infinity,Infinity,35,-95
99212.85714285714,2420249.285714286,36,-95
231561.66666666666,5653395.666666667,37,-95
Infinity,Infinity,38,-95
8899.67088607595,220928.05063291139,39,-95
Infinity,Infinity,40,-95
Infinity,Infinity,46,-95
41428.17647058824,1032705.8823529412,30,-94
704370.0,17568216.0,31,-94
50384.57142857143,1261436.857142857,32,-94
50450.5,1268836.9285714286,33,-94
58928.666666666664,1487383.3333333333,35,-94
47223.666666666664,1198738.9333333333,36,-94
177164.75,4505928.5,37,-94
18734.736842105263,481430.0263157895,39,-94
178098.25,4582528.5,41,-94
19368.08108108108,502230.8918918919,42,-94
179285.25,4656600.5,44,-94
25781.89285714286,673290.7857142857,45,-94
Infinity,Infinity,46,-94
120405.16666666667,3147774.8333333335,30,-93
722526.0,18891750.0,31,-93
722593.0,18894358.0,33,-93
722676.0,18904441.0,34,-93
90418.375,2373146.875,35,-93
55721.0,1466017.0,37,-93
Infinity,Infinity,39,-93
144977.2,3820355.8,41,-93
90719.625,2396821.25,42,-93
Infinity,Infinity,44,-93
5837.421875,155077.8515625,45,-93
249179.66666666666,6624793.333333333,46,-93
149603.0,3984979.6,47,-93
106977.71428571429,2857196.0,48,-93
374510.0,10004185.0,30,-92
749107.0,20010736.0,31,-92
Infinity,Infinity,32,-92
249781.0,6675859.333333333,33,-92
20894.777777777777,562690.1944444445,35,-92
Infinity,Infinity,36,-92
752291.0,20264965.0,38,-92
94119.5,2539292.0,39,-92
Infinity,Infinity,41,-92
26085.96551724138,708487.8965517242,42,-92
378331.5,10281862.0,43,-92
756730.0,20573439.0,44,-92
378463.5,10293722.0,45,-92
50608.26666666667,1380924.8,47,-92
151932.8,4154330.0,48,-92
38083.95,1043387.45,30,-91
108904.0,2989391.714285714,31,-91
762397.0,20931386.0,32,-91
762444.0,20941510.0,34,-91
Infinity,Infinity,35,-91
Infinity,Infinity,36,-91
84831.0,2334832.777777778,38,-91
33316.739130434784,920055.6521739131,39,-91
85231.77777777778,2360203.111111111,41,-91
48051.1875,1336386.8125,42,-91
256378.0,7137549.0,43,-91
769209.0,21418344.0,44,-91
256487.0,7146167.666666667,45,-91
24173.75,673750.25,30,-90
193468.25,5396832.75,31,-90
43064.11111111111,1205723.611111111,32,-90
387655.5,10856279.0,33,-90
387714.5,10865407.5,34,-90
15895.163265306122,448619.7551020408,35,-90
778925.0,21987952.0,36,-90
48789.0625,1382055.5,38,-90
8577.16304347826,246675.19565217392,39,-90
98707.875,2843983.875,40,-90
28286.928571428572,820522.2142857143,41,-90
198113.5,5752259.5,42,-90
66157.58333333333,1924507.5,43,-90
793978.0,23102217.0,44,-90
198569.0,5781611.75,45,-90
113538.14285714286,3311235.5714285714,31,-89
Infinity,Infinity,32,-89
198768.25,5803973.25,34,-89
36197.09090909091,1065875.9090909092,35,-89
21007.052631578947,626881.5,36,-89
Infinity,Infinity,37,-89
266166.0,7949313.666666667,39,-89
114165.28571428571,3416561.1428571427,40,-89
40053.3,1205563.75,41,-89
28684.75,867463.2142857143,42,-89
22428.277777777777,681249.1111111111,43,-89
62196.61538461538,1893879.3846153845,44,-89
73624.45454545454,2247553.909090909,30,-88
23207.714285714286,713737.7714285714,31,-88
73933.18181818182,2279418.5454545454,33,-88
135608.0,4188633.0,34,-88
58173.92857142857,1806429.2857142857,35,-88
31382.923076923078,982946.7692307692,36,-88
408061.0,12791085.0,37,-88
62857.307692307695,1975353.923076923,38,-88
Infinity,Infinity,39,-88
54564.53333333333,1720558.9333333333,40,-88
37293.63636363636,1180346.6818181819,41,-88
3299.4904214559388,103609.37164750957,42,-88
11295.636363636364,355940.7272727273,43,-88
30075.793103448275,950668.8275862068,44,-88
124684.42857142857,3946768.5714285714,45,-88
62439.357142857145,1978239.0,30,-87
58357.333333333336,1854139.4666666666,31,-87
Infinity,Infinity,32,-87
23129.552631578947,739297.7368421053,33,-87
22613.153846153848,728731.5384615385,34,-87
26799.454545454544,869090.7272727273,35,-87
13128.382352941177,429117.79411764705,36,-87
81242.45454545454,2658607.6363636362,37,-87
52642.0,1729404.7647058824,38,-87
38977.608695652176,1286989.4782608696,39,-87
23055.102564102563,768243.3076923077,40,-87
28173.03125,945162.78125,41,-87
53108.58823529412,1784596.1176470588,42,-87
Infinity,Infinity,45,-87
75381.0,2535363.0,30,-86
90533.8,3050537.8,31,-86
Infinity,Infinity,32,-86
129425.42857142857,4367792.428571428,33,-86
64795.07142857143,2192921.1428571427,34,-86
37872.666666666664,1289357.7083333333,35,-86
24653.62162162162,844761.8108108108,36,-86
912260.0,31264914.0,37,-86
18337.4,631875.82,38,-86
35345.730769230766,1223810.1923076923,39,-86
10400.85393258427,363912.2247191011,40,-86
34348.51851851852,1208347.3703703703,41,-86
16638.125,589256.3392857143,42,-86
21763.13953488372,774099.2325581395,43,-86
187287.0,6666600.4,30,-85
104105.77777777778,3712738.0,31,-85
312364.3333333333,11140964.666666666,32,-85
34789.37037037037,1245808.6666666667,33,-85
16557.543859649122,596029.5964912281,34,-85
16348.724137931034,593549.8793103448,35,-85
33935.857142857145,1238783.107142857,36,-85
316796.3333333333,11573051.333333334,37,-85
118898.25,4344261.125,38,-85
16205.627118644068,595577.8474576271,39,-85
25905.972972972973,958524.4054054054,40,-85
23450.463414634145,872611.268292683,41,-85
68770.85714285714,2565305.214285714,42,-85
24774.641025641027,929262.717948718,43,-85
322142.6666666667,12089108.0,44,-85
87945.45454545454,3303437.727272727,30,-84
107571.11111111111,4043674.4444444445,31,-84
193685.6,7283554.8,32,-84
25551.42105263158,964995.3947368421,33,-84
8001.837398373984,302678.2113821138,34,-84
44834.13636363636,1702247.1818181819,35,-84
15745.63492063492,602282.8095238095,36,-84
496046.0,18981338.0,37,-84
124117.0,4750338.5,38,-84
18483.98148148148,710566.7592592592,39,-84
14971.373134328358,579555.776119403,40,-84
45663.454545454544,1773807.1363636365,41,-84
14045.375,549248.7083333334,42,-84
25375.55,996254.525,43,-84
507555.0,19927130.0,44,-84
67872.8,2662337.933333333,27,-83
13706.573333333334,537224.6933333334,28,-83
85752.91666666667,3366688.8333333335,29,-83
68678.0,2701421.8,30,-83
128840.0,5071562.75,31,-83
257743.0,10153135.25,32,-83
206262.2,8128609.8,33,-83
44923.86956521739,1775758.608695652,34,-83
25307.146341463416,1004814.731707317,35,-83
23152.8,923943.0666666667,36,-83
173711.83333333334,6937484.333333333,37,-83
1042340.0,41631289.0,38,-83
347511.6666666667,13886410.0,39,-83
15897.60606060606,636477.4848484849,40,-83
70022.73333333334,2809354.933333333,41,-83
11626.12087912088,467653.9010989011,42,-83
15019.12676056338,604016.309859155,43,-83
Infinity,Infinity,25,-82
56372.05263157895,2262201.1052631577,26,-82
18609.94827586207,747433.551724138,27,-82
13930.910256410256,561037.2564102564,28,-82
16302.671641791045,660694.0447761194,29,-82
18287.616666666665,743156.0333333333,30,-82
122005.0,4961671.777777778,31,-82
122077.11111111111,4969124.111111111,32,-82
78537.07142857143,3201013.4285714286,33,-82
64751.23529411765,2643483.705882353,34,-82
20853.056603773584,854610.0943396227,35,-82
31677.685714285715,1302099.0,36,-82
554425.5,22793483.0,37,-82
73995.0,3046921.466666667,38,-82
222061.4,9149591.4,39,-82
69491.0625,2867607.8125,40,-82
10671.590476190477,442996.65714285715,41,-82
112097.9,4656080.1,42,-82
187187.16666666666,7769808.333333333,25,-81
Infinity,Infinity,26,-81
112380.7,4669136.2,27,-81
24016.702127659573,998524.1702127659,28,-81
18027.85714285714,749697.873015873,29,-81
94786.41666666667,3939952.5833333335,30,-81
284514.75,11826653.5,31,-81
39364.41379310345,1637761.4827586208,32,-81
163157.85714285713,6793686.285714285,33,-81
45760.36,1910447.76,34,-81
18262.06349206349,762254.6984126985,35,-81
33927.55882352941,1420178.7647058824,36,-81
Infinity,Infinity,38,-81
576845.0,24154015.0,39,-81
60788.10526315789,2551925.263157895,40,-81
11396.607843137255,483035.45098039217,41,-81
83129.78571428571,3524638.3571428573,42,-81
388119.6666666667,16453668.0,25,-80
8692.94890510949,363419.93430656934,26,-80
27196.840909090908,1135616.6818181819,27,-80
239459.6,9998777.6,28,-80
34371.65714285714,1434944.2857142857,33,-80
75255.9375,3146554.5625,34,-80
100426.41666666667,4204310.25,35,-80
21222.070175438595,892274.7192982456,36,-80
46635.692307692305,1965235.4615384615,37,-80
606369.5,25558994.0,38,-80
606467.5,25562741.5,39,-80
9712.682539682539,413941.40476190473,40,-80
26140.17021276596,1117515.2127659575,41,-80
49217.2,2108668.36,42,-80
615361.5,26366813.0,33,-79
68475.11111111111,2936248.5555555555,34,-79
37429.90909090909,1608302.4242424243,35,-79
21415.0,920224.1551724138,36,-79
1242183.0,53376354.0,38,-79
207144.5,8906224.666666666,39,-79
49800.8,2147699.2,40,-79
415089.3333333333,17903179.666666668,41,-79
51955.083333333336,2248531.9583333335,42,-79
43080.137931034486,1868590.8620689656,43,-79
59640.333333333336,2587625.3333333335,34,-78
104433.58333333333,4538088.666666667,35,-78
46489.666666666664,2024414.148148148,36,-78
313919.25,13670555.75,37,-78
34070.35135135135,1486699.2162162163,38,-78
22274.315789473683,973798.5263157894,39,-78
74797.05882352941,3272685.470588235,40,-78
115724.0,5065581.454545454,41,-78
79601.0625,3493042.125,42,-78
16835.842105263157,743738.052631579,43,-78
80078.4375,3540436.6875,35,-77
320393.75,14166172.25,36,-77
116619.18181818182,5155470.181818182,37,-77
30679.333333333332,1357784.4047619049,38,-77
5066.408239700375,218514.44943820225,39,-77
13509.742574257425,585770.3564356435,40,-77
113784.41666666667,4939917.0,41,-77
85409.875,3713546.5,42,-77
30446.62222222222,1329208.7333333334,43,-77
456820.3333333333,19948897.0,36,-76
31270.545454545456,1364406.8181818181,37,-76
76558.27777777778,3344930.8333333335,38,-76
22729.409836065573,995644.6229508197,39,-76
9624.054794520547,423515.2602739726,40,-76
15516.637362637362,687920.7582417582,41,-76
52371.333333333336,2326852.5555555555,42,-76
19995.436619718308,893709.309859155,43,-76
67689.61904761905,3032351.904761905,44,-76
203196.2857142857,9107430.57142857,38,-75
1422487.0,63760055.0,39,-75
9565.76821192053,427408.0331125828,40,-75
27356.56603773585,1225757.4528301887,41,-75
72578.45,3258935.85,42,-75
44063.21212121212,1985057.7272727273,43,-75
242419.5,10928992.5,44,-75
132287.54545454544,5971182.2727272725,45,-75
5493.273684210526,235129.86315789472,41,-74
18772.52380952381,807442.8452380953,42,-74
20597.025974025975,888954.1558441558,43,-74
99248.625,4289425.125,44,-74
132397.83333333334,5729933.833333333,45,-74
23247.521739130436,1001948.3478260869,41,-73
178325.11111111112,7692762.333333333,43,-73
267554.8333333333,11550039.333333334,44,-73
401409.75,17336281.0,45,-73
